user_uuid,platform_uuid
4a73f506-424e-43f3-b8aa-a5173f3e386f,aaaaaaa1-aaaa-aaaa-aaaa-aaaaaaaaaaa1
4a73f506-424e-43f3-b8aa-a5173f3e386f,aaaaaaa3-aaaa-aaaa-aaaa-aaaaaaaaaaa3
57be9178-29e0-454c-b298-1c716616097d,aaaaaaa2-aaaa-aaaa-aaaa-aaaaaaaaaaa2
57be9178-29e0-454c-b298-1c716616097d,aaaaaaa4-aaaa-aaaa-aaaa-aaaaaaaaaaa4
e6051857-d1c6-4e1c-b8de-c47c02dbedd6,aaaaaaa1-aaaa-aaaa-aaaa-aaaaaaaaaaa1
e6051857-d1c6-4e1c-b8de-c47c02dbedd6,aaaaaaa2-aaaa-aaaa-aaaa-aaaaaaaaaaa2
e6051857-d1c6-4e1c-b8de-c47c02dbedd6,aaaaaaa3-aaaa-aaaa-aaaa-aaaaaaaaaaa3
aedcaf3d-752a-4cb3-ad95-84797c01caaa,aaaaaaa4-aaaa-aaaa-aaaa-aaaaaaaaaaa4
3cde5563-ff27-424a-a706-17c147c742a6,aaaaaaa1-aaaa-aaaa-aaaa-aaaaaaaaaaa1
3cde5563-ff27-424a-a706-17c147c742a6,aaaaaaa2-aaaa-aaaa-aaaa-aaaaaaaaaaa2
9695ea24-8f09-4444-9724-e25909c45c35,aaaaaaa3-aaaa-aaaa-aaaa-aaaaaaaaaaa3
880b1ad3-82a4-4a60-a00b-6f7a6f1dc26c,aaaaaaa1-aaaa-aaaa-aaaa-aaaaaaaaaaa1
880b1ad3-82a4-4a60-a00b-6f7a6f1dc26c,aaaaaaa2-aaaa-aaaa-aaaa-aaaaaaaaaaa2
880b1ad3-82a4-4a60-a00b-6f7a6f1dc26c,aaaaaaa3-aaaa-aaaa-aaaa-aaaaaaaaaaa3
880b1ad3-82a4-4a60-a00b-6f7a6f1dc26c,aaaaaaa4-aaaa-aaaa-aaaa-aaaaaaaaaaa4
cda3f989-2edf-43e6-a900-75fa4a471cb2,aaaaaaa2-aaaa-aaaa-aaaa-aaaaaaaaaaa2
94e3022b-87ae-4cde-9edb-f59bcfe641e6,aaaaaaa1-aaaa-aaaa-aaaa-aaaaaaaaaaa1
94e3022b-87ae-4cde-9edb-f59bcfe641e6,aaaaaaa3-aaaa-aaaa-aaaa-aaaaaaaaaaa3
94e3022b-87ae-4cde-9edb-f59bcfe641e6,aaaaaaa4-aaaa-aaaa-aaaa-aaaaaaaaaaa4
0051bfd7-8abd-4b7a-bd4d-36128d133de3,aaaaaaa2-aaaa-aaaa-aaaa-aaaaaaaaaaa2
a4cb385f-86d8-4f90-a81f-0087d19528fd,aaaaaaa1-aaaa-aaaa-aaaa-aaaaaaaaaaa1
a4cb385f-86d8-4f90-a81f-0087d19528fd,aaaaaaa4-aaaa-aaaa-aaaa-aaaaaaaaaaa4
0b3eb25f-2249-4453-b4a3-5972dc60f7b1,aaaaaaa3-aaaa-aaaa-aaaa-aaaaaaaaaaa3
409d7f2e-d5de-4dce-a08c-904f912610ba,aaaaaaa1-aaaa-aaaa-aaaa-aaaaaaaaaaa1
409d7f2e-d5de-4dce-a08c-904f912610ba,aaaaaaa2-aaaa-aaaa-aaaa-aaaaaaaaaaa2
409d7f2e-d5de-4dce-a08c-904f912610ba,aaaaaaa3-aaaa-aaaa-aaaa-aaaaaaaaaaa3
d95bc962-f63e-48be-8bd5-b6b23e28e123,aaaaaaa4-aaaa-aaaa-aaaa-aaaaaaaaaaa4
d3eacaee-fa1a-497a-872b-af58842b3e63,aaaaaaa1-aaaa-aaaa-aaaa-aaaaaaaaaaa1
d3eacaee-fa1a-497a-872b-af58842b3e63,aaaaaaa3-aaaa-aaaa-aaaa-aaaaaaaaaaa3
70122e11-148d-47b6-8c90-acff940e981d,aaaaaaa2-aaaa-aaaa-aaaa-aaaaaaaaaaa2
70122e11-148d-47b6-8c90-acff940e981d,aaaaaaa4-aaaa-aaaa-aaaa-aaaaaaaaaaa4
6a22e03c-5ac5-4afc-851a-ed9592dbd7ce,aaaaaaa1-aaaa-aaaa-aaaa-aaaaaaaaaaa1
36f6308a-6647-4f13-96dc-6b61f1272a12,aaaaaaa2-aaaa-aaaa-aaaa-aaaaaaaaaaa2
36f6308a-6647-4f13-96dc-6b61f1272a12,aaaaaaa3-aaaa-aaaa-aaaa-aaaaaaaaaaa3
36f6308a-6647-4f13-96dc-6b61f1272a12,aaaaaaa4-aaaa-aaaa-aaaa-aaaaaaaaaaa4
b4f277db-d581-44db-8131-c1ebefc2d14c,aaaaaaa1-aaaa-aaaa-aaaa-aaaaaaaaaaa1
b4f277db-d581-44db-8131-c1ebefc2d14c,aaaaaaa3-aaaa-aaaa-aaaa-aaaaaaaaaaa3
40bfee34-7722-41d3-abf0-b00201632148,aaaaaaa2-aaaa-aaaa-aaaa-aaaaaaaaaaa2
88ab1f40-6e5b-4b88-8ce3-005a7756a556,aaaaaaa1-aaaa-aaaa-aaaa-aaaaaaaaaaa1
88ab1f40-6e5b-4b88-8ce3-005a7756a556,aaaaaaa2-aaaa-aaaa-aaaa-aaaaaaaaaaa2
88ab1f40-6e5b-4b88-8ce3-005a7756a556,aaaaaaa4-aaaa-aaaa-aaaa-aaaaaaaaaaa4
c41cc94d-5463-469d-9266-287de89ff4cb,aaaaaaa3-aaaa-aaaa-aaaa-aaaaaaaaaaa3
60ed05c8-79f0-49aa-83f3-da5cdae96afe,aaaaaaa1-aaaa-aaaa-aaaa-aaaaaaaaaaa1
dbdb43a5-df98-4b59-98e3-a72a0cd4830c,aaaaaaa2-aaaa-aaaa-aaaa-aaaaaaaaaaa2
dbdb43a5-df98-4b59-98e3-a72a0cd4830c,aaaaaaa3-aaaa-aaaa-aaaa-aaaaaaaaaaa3
dbdb43a5-df98-4b59-98e3-a72a0cd4830c,aaaaaaa4-aaaa-aaaa-aaaa-aaaaaaaaaaa4
87dd9697-b4ee-41f1-8eff-83c86a829165,aaaaaaa1-aaaa-aaaa-aaaa-aaaaaaaaaaa1
87dd9697-b4ee-41f1-8eff-83c86a829165,aaaaaaa3-aaaa-aaaa-aaaa-aaaaaaaaaaa3
494b6b78-d507-4b21-beb0-33bdce2cd45e,aaaaaaa2-aaaa-aaaa-aaaa-aaaaaaaaaaa2
494b6b78-d507-4b21-beb0-33bdce2cd45e,aaaaaaa4-aaaa-aaaa-aaaa-aaaaaaaaaaa4
37b61a70-f792-431d-84d6-9e3ff6dae7a7,aaaaaaa3-aaaa-aaaa-aaaa-aaaaaaaaaaa3
8d1b6707-2304-44d1-915d-2a28937c49b2,aaaaaaa1-aaaa-aaaa-aaaa-aaaaaaaaaaa1
8d1b6707-2304-44d1-915d-2a28937c49b2,aaaaaaa2-aaaa-aaaa-aaaa-aaaaaaaaaaa2
8d1b6707-2304-44d1-915d-2a28937c49b2,aaaaaaa3-aaaa-aaaa-aaaa-aaaaaaaaaaa3
7c06605c-52c6-48d2-af02-513f343b8e9a,aaaaaaa4-aaaa-aaaa-aaaa-aaaaaaaaaaa4
